Amount,n1000,n500,n100,n50,n20,n10
346950,346,1,4,0,2,1
346960,346,1,4,1,0,1
346970,346,1,4,0,3,1
346980,346,1,4,1,1,1
346990,346,1,4,0,4,1
347000,346,1,4,1,2,1
347010,347,0,0,0,0,1
347020,346,1,4,1,3,1
347030,347,0,0,0,1,1
347040,346,1,4,1,4,1
347050,347,0,0,0,2,1
347060,347,0,0,1,0,1
347070,347,0,0,0,3,1
347080,347,0,0,1,1,1
347090,347,0,0,0,4,1
347100,347,0,0,1,2,1
347110,347,0,1,0,0,1
347120,347,0,0,1,3,1
347130,347,0,1,0,1,1
347140,347,0,0,1,4,1
347150,347,0,1,0,2,1
347160,347,0,1,1,0,1
347170,347,0,1,0,3,1
347180,347,0,1,1,1,1
347190,347,0,1,0,4,1
347200,347,0,1,1,2,1
347210,347,0,2,0,0,1
347220,347,0,1,1,3,1
347230,347,0,2,0,1,1
347240,347,0,1,1,4,1
347250,347,0,2,0,2,1
347260,347,0,2,1,0,1
347270,347,0,2,0,3,1
347280,347,0,2,1,1,1
347290,347,0,2,0,4,1
347300,347,0,2,1,2,1
347310,347,0,3,0,0,1
347320,347,0,2,1,3,1
347330,347,0,3,0,1,1
347340,347,0,2,1,4,1
347350,347,0,3,0,2,1
347360,347,0,3,1,0,1
347370,347,0,3,0,3,1
347380,347,0,3,1,1,1
347390,347,0,3,0,4,1
347400,347,0,3,1,2,1
347410,347,0,4,0,0,1
347420,347,0,3,1,3,1
347430,347,0,4,0,1,1
347440,347,0,3,1,4,1
347450,347,0,4,0,2,1
347460,347,0,4,1,0,1
347470,347,0,4,0,3,1
347480,347,0,4,1,1,1
347490,347,0,4,0,4,1
347500,347,0,4,1,2,1
347510,347,1,0,0,0,1
347520,347,0,4,1,3,1
347530,347,1,0,0,1,1
347540,347,0,4,1,4,1
347550,347,1,0,0,2,1
347560,347,1,0,1,0,1
347570,347,1,0,0,3,1
347580,347,1,0,1,1,1
347590,347,1,0,0,4,1
347600,347,1,0,1,2,1
347610,347,1,1,0,0,1
347620,347,1,0,1,3,1
347630,347,1,1,0,1,1
347640,347,1,0,1,4,1
347650,347,1,1,0,2,1
347660,347,1,1,1,0,1
347670,347,1,1,0,3,1
347680,347,1,1,1,1,1
347690,347,1,1,0,4,1
347700,347,1,1,1,2,1
347710,347,1,2,0,0,1
347720,347,1,1,1,3,1
347730,347,1,2,0,1,1
347740,347,1,1,1,4,1
347750,347,1,2,0,2,1
347760,347,1,2,1,0,1
347770,347,1,2,0,3,1
347780,347,1,2,1,1,1
347790,347,1,2,0,4,1
347800,347,1,2,1,2,1
347810,347,1,3,0,0,1
347820,347,1,2,1,3,1
347830,347,1,3,0,1,1
347840,347,1,2,1,4,1
347850,347,1,3,0,2,1
347860,347,1,3,1,0,1
347870,347,1,3,0,3,1
347880,347,1,3,1,1,1
347890,347,1,3,0,4,1
347900,347,1,3,1,2,1
347910,347,1,4,0,0,1
347920,347,1,3,1,3,1
347930,347,1,4,0,1,1
347940,347,1,3,1,4,1
347950,347,1,4,0,2,1
347960,347,1,4,1,0,1
347970,347,1,4,0,3,1
347980,347,1,4,1,1,1
347990,347,1,4,0,4,1
348000,347,1,4,1,2,1
348010,348,0,0,0,0,1
348020,347,1,4,1,3,1
348030,348,0,0,0,1,1
348040,347,1,4,1,4,1
348050,348,0,0,0,2,1
348060,348,0,0,1,0,1
348070,348,0,0,0,3,1
348080,348,0,0,1,1,1
348090,348,0,0,0,4,1
348100,348,0,0,1,2,1
348110,348,0,1,0,0,1
348120,348,0,0,1,3,1
348130,348,0,1,0,1,1
348140,348,0,0,1,4,1
348150,348,0,1,0,2,1
348160,348,0,1,1,0,1
348170,348,0,1,0,3,1
348180,348,0,1,1,1,1
348190,348,0,1,0,4,1
348200,348,0,1,1,2,1
348210,348,0,2,0,0,1
348220,348,0,1,1,3,1
348230,348,0,2,0,1,1
348240,348,0,1,1,4,1
348250,348,0,2,0,2,1
348260,348,0,2,1,0,1
348270,348,0,2,0,3,1
348280,348,0,2,1,1,1
348290,348,0,2,0,4,1
348300,348,0,2,1,2,1
348310,348,0,3,0,0,1
348320,348,0,2,1,3,1
348330,348,0,3,0,1,1
348340,348,0,2,1,4,1
348350,348,0,3,0,2,1
348360,348,0,3,1,0,1
348370,348,0,3,0,3,1
348380,348,0,3,1,1,1
348390,348,0,3,0,4,1
348400,348,0,3,1,2,1
348410,348,0,4,0,0,1
348420,348,0,3,1,3,1
348430,348,0,4,0,1,1
348440,348,0,3,1,4,1
348450,348,0,4,0,2,1
348460,348,0,4,1,0,1
348470,348,0,4,0,3,1
348480,348,0,4,1,1,1
348490,348,0,4,0,4,1
348500,348,0,4,1,2,1
348510,348,1,0,0,0,1
348520,348,0,4,1,3,1
348530,348,1,0,0,1,1
348540,348,0,4,1,4,1
348550,348,1,0,0,2,1
348560,348,1,0,1,0,1
348570,348,1,0,0,3,1
348580,348,1,0,1,1,1
348590,348,1,0,0,4,1
348600,348,1,0,1,2,1
348610,348,1,1,0,0,1
348620,348,1,0,1,3,1
348630,348,1,1,0,1,1
348640,348,1,0,1,4,1
348650,348,1,1,0,2,1
348660,348,1,1,1,0,1
348670,348,1,1,0,3,1
348680,348,1,1,1,1,1
348690,348,1,1,0,4,1
348700,348,1,1,1,2,1
348710,348,1,2,0,0,1
348720,348,1,1,1,3,1
348730,348,1,2,0,1,1
348740,348,1,1,1,4,1
348750,348,1,2,0,2,1
348760,348,1,2,1,0,1
348770,348,1,2,0,3,1
348780,348,1,2,1,1,1
348790,348,1,2,0,4,1
348800,348,1,2,1,2,1
348810,348,1,3,0,0,1
348820,348,1,2,1,3,1
348830,348,1,3,0,1,1
348840,348,1,2,1,4,1
348850,348,1,3,0,2,1
348860,348,1,3,1,0,1
348870,348,1,3,0,3,1
348880,348,1,3,1,1,1
348890,348,1,3,0,4,1
348900,348,1,3,1,2,1
348910,348,1,4,0,0,1
348920,348,1,3,1,3,1
348930,348,1,4,0,1,1
348940,348,1,3,1,4,1
348950,348,1,4,0,2,1
348960,348,1,4,1,0,1
348970,348,1,4,0,3,1
348980,348,1,4,1,1,1
348990,348,1,4,0,4,1
349000,348,1,4,1,2,1
349010,349,0,0,0,0,1
349020,348,1,4,1,3,1
349030,349,0,0,0,1,1
349040,348,1,4,1,4,1
349050,349,0,0,0,2,1
349060,349,0,0,1,0,1
349070,349,0,0,0,3,1
349080,349,0,0,1,1,1
349090,349,0,0,0,4,1
349100,349,0,0,1,2,1
349110,349,0,1,0,0,1
349120,349,0,0,1,3,1
349130,349,0,1,0,1,1
349140,349,0,0,1,4,1
349150,349,0,1,0,2,1
349160,349,0,1,1,0,1
349170,349,0,1,0,3,1
349180,349,0,1,1,1,1
349190,349,0,1,0,4,1
349200,349,0,1,1,2,1
349210,349,0,2,0,0,1
349220,349,0,1,1,3,1
349230,349,0,2,0,1,1
349240,349,0,1,1,4,1
349250,349,0,2,0,2,1
349260,349,0,2,1,0,1
349270,349,0,2,0,3,1
349280,349,0,2,1,1,1
349290,349,0,2,0,4,1
349300,349,0,2,1,2,1
349310,349,0,3,0,0,1
349320,349,0,2,1,3,1
349330,349,0,3,0,1,1
349340,349,0,2,1,4,1
349350,349,0,3,0,2,1
349360,349,0,3,1,0,1
349370,349,0,3,0,3,1
349380,349,0,3,1,1,1
349390,349,0,3,0,4,1
349400,349,0,3,1,2,1
349410,349,0,4,0,0,1
349420,349,0,3,1,3,1
349430,349,0,4,0,1,1
349440,349,0,3,1,4,1
349450,349,0,4,0,2,1
349460,349,0,4,1,0,1
349470,349,0,4,0,3,1
349480,349,0,4,1,1,1
349490,349,0,4,0,4,1
349500,349,0,4,1,2,1
349510,349,1,0,0,0,1
349520,349,0,4,1,3,1
349530,349,1,0,0,1,1
349540,349,0,4,1,4,1
349550,349,1,0,0,2,1
349560,349,1,0,1,0,1
349570,349,1,0,0,3,1
349580,349,1,0,1,1,1
349590,349,1,0,0,4,1
349600,349,1,0,1,2,1
349610,349,1,1,0,0,1
349620,349,1,0,1,3,1
349630,349,1,1,0,1,1
349640,349,1,0,1,4,1
349650,349,1,1,0,2,1
349660,349,1,1,1,0,1
349670,349,1,1,0,3,1
349680,349,1,1,1,1,1
349690,349,1,1,0,4,1
349700,349,1,1,1,2,1
349710,349,1,2,0,0,1
349720,349,1,1,1,3,1
349730,349,1,2,0,1,1
349740,349,1,1,1,4,1
349750,349,1,2,0,2,1
349760,349,1,2,1,0,1
349770,349,1,2,0,3,1
349780,349,1,2,1,1,1
349790,349,1,2,0,4,1
349800,349,1,2,1,2,1
349810,349,1,3,0,0,1
349820,349,1,2,1,3,1
349830,349,1,3,0,1,1
349840,349,1,2,1,4,1
349850,349,1,3,0,2,1
349860,349,1,3,1,0,1
349870,349,1,3,0,3,1
349880,349,1,3,1,1,1
349890,349,1,3,0,4,1
349900,349,1,3,1,2,1
349910,349,1,4,0,0,1
349920,349,1,3,1,3,1
349930,349,1,4,0,1,1
349940,349,1,3,1,4,1
349950,349,1,4,0,2,1
349960,349,1,4,1,0,1
349970,349,1,4,0,3,1
349980,349,1,4,1,1,1
349990,349,1,4,0,4,1
350000,349,1,4,1,2,1
350010,350,0,0,0,0,1
350020,349,1,4,1,3,1
350030,350,0,0,0,1,1
350040,349,1,4,1,4,1
350050,350,0,0,0,2,1
350060,350,0,0,1,0,1
350070,350,0,0,0,3,1
350080,350,0,0,1,1,1
350090,350,0,0,0,4,1
350100,350,0,0,1,2,1
350110,350,0,1,0,0,1
350120,350,0,0,1,3,1
350130,350,0,1,0,1,1
350140,350,0,0,1,4,1
350150,350,0,1,0,2,1
350160,350,0,1,1,0,1
350170,350,0,1,0,3,1
350180,350,0,1,1,1,1
350190,350,0,1,0,4,1
350200,350,0,1,1,2,1
350210,350,0,2,0,0,1
350220,350,0,1,1,3,1
350230,350,0,2,0,1,1
350240,350,0,1,1,4,1
350250,350,0,2,0,2,1
350260,350,0,2,1,0,1
350270,350,0,2,0,3,1
350280,350,0,2,1,1,1
350290,350,0,2,0,4,1
350300,350,0,2,1,2,1
350310,350,0,3,0,0,1
350320,350,0,2,1,3,1
350330,350,0,3,0,1,1
350340,350,0,2,1,4,1
350350,350,0,3,0,2,1
350360,350,0,3,1,0,1
350370,350,0,3,0,3,1
350380,350,0,3,1,1,1
350390,350,0,3,0,4,1
350400,350,0,3,1,2,1
350410,350,0,4,0,0,1
350420,350,0,3,1,3,1
350430,350,0,4,0,1,1
350440,350,0,3,1,4,1
350450,350,0,4,0,2,1
350460,350,0,4,1,0,1
350470,350,0,4,0,3,1
350480,350,0,4,1,1,1
350490,350,0,4,0,4,1
350500,350,0,4,1,2,1
350510,350,1,0,0,0,1
350520,350,0,4,1,3,1
350530,350,1,0,0,1,1
350540,350,0,4,1,4,1
350550,350,1,0,0,2,1
350560,350,1,0,1,0,1
350570,350,1,0,0,3,1
350580,350,1,0,1,1,1
350590,350,1,0,0,4,1
350600,350,1,0,1,2,1
350610,350,1,1,0,0,1
350620,350,1,0,1,3,1
350630,350,1,1,0,1,1
350640,350,1,0,1,4,1
350650,350,1,1,0,2,1
350660,350,1,1,1,0,1
350670,350,1,1,0,3,1
350680,350,1,1,1,1,1
350690,350,1,1,0,4,1
350700,350,1,1,1,2,1
350710,350,1,2,0,0,1
350720,350,1,1,1,3,1
350730,350,1,2,0,1,1
350740,350,1,1,1,4,1
350750,350,1,2,0,2,1
350760,350,1,2,1,0,1
350770,350,1,2,0,3,1
350780,350,1,2,1,1,1
350790,350,1,2,0,4,1
350800,350,1,2,1,2,1
350810,350,1,3,0,0,1
350820,350,1,2,1,3,1
350830,350,1,3,0,1,1
350840,350,1,2,1,4,1
350850,350,1,3,0,2,1
350860,350,1,3,1,0,1
350870,350,1,3,0,3,1
350880,350,1,3,1,1,1
350890,350,1,3,0,4,1
350900,350,1,3,1,2,1
350910,350,1,4,0,0,1
350920,350,1,3,1,3,1
350930,350,1,4,0,1,1
350940,350,1,3,1,4,1
350950,350,1,4,0,2,1
350960,350,1,4,1,0,1
350970,350,1,4,0,3,1
350980,350,1,4,1,1,1
350990,350,1,4,0,4,1
351000,350,1,4,1,2,1
351010,351,0,0,0,0,1
351020,350,1,4,1,3,1
351030,351,0,0,0,1,1
351040,350,1,4,1,4,1
351050,351,0,0,0,2,1
351060,351,0,0,1,0,1
351070,351,0,0,0,3,1
351080,351,0,0,1,1,1
351090,351,0,0,0,4,1
351100,351,0,0,1,2,1
351110,351,0,1,0,0,1
351120,351,0,0,1,3,1
351130,351,0,1,0,1,1
351140,351,0,0,1,4,1
351150,351,0,1,0,2,1
351160,351,0,1,1,0,1
351170,351,0,1,0,3,1
351180,351,0,1,1,1,1
351190,351,0,1,0,4,1
351200,351,0,1,1,2,1
351210,351,0,2,0,0,1
351220,351,0,1,1,3,1
351230,351,0,2,0,1,1
351240,351,0,1,1,4,1
351250,351,0,2,0,2,1
351260,351,0,2,1,0,1
351270,351,0,2,0,3,1
351280,351,0,2,1,1,1
351290,351,0,2,0,4,1
351300,351,0,2,1,2,1
351310,351,0,3,0,0,1
351320,351,0,2,1,3,1
351330,351,0,3,0,1,1
351340,351,0,2,1,4,1
351350,351,0,3,0,2,1
351360,351,0,3,1,0,1
351370,351,0,3,0,3,1
351380,351,0,3,1,1,1
351390,351,0,3,0,4,1
351400,351,0,3,1,2,1
351410,351,0,4,0,0,1
351420,351,0,3,1,3,1
351430,351,0,4,0,1,1
351440,351,0,3,1,4,1
351450,351,0,4,0,2,1
351460,351,0,4,1,0,1
351470,351,0,4,0,3,1
351480,351,0,4,1,1,1
351490,351,0,4,0,4,1
351500,351,0,4,1,2,1
351510,351,1,0,0,0,1
351520,351,0,4,1,3,1
351530,351,1,0,0,1,1
351540,351,0,4,1,4,1
351550,351,1,0,0,2,1
351560,351,1,0,1,0,1
351570,351,1,0,0,3,1
351580,351,1,0,1,1,1
351590,351,1,0,0,4,1
351600,351,1,0,1,2,1
351610,351,1,1,0,0,1
351620,351,1,0,1,3,1
351630,351,1,1,0,1,1
351640,351,1,0,1,4,1
351650,351,1,1,0,2,1
351660,351,1,1,1,0,1
351670,351,1,1,0,3,1
351680,351,1,1,1,1,1
351690,351,1,1,0,4,1
351700,351,1,1,1,2,1
351710,351,1,2,0,0,1
351720,351,1,1,1,3,1
351730,351,1,2,0,1,1
351740,351,1,1,1,4,1
351750,351,1,2,0,2,1
351760,351,1,2,1,0,1
351770,351,1,2,0,3,1
351780,351,1,2,1,1,1
351790,351,1,2,0,4,1
351800,351,1,2,1,2,1
351810,351,1,3,0,0,1
351820,351,1,2,1,3,1
351830,351,1,3,0,1,1
351840,351,1,2,1,4,1
351850,351,1,3,0,2,1
351860,351,1,3,1,0,1
351870,351,1,3,0,3,1
351880,351,1,3,1,1,1
351890,351,1,3,0,4,1
351900,351,1,3,1,2,1
351910,351,1,4,0,0,1
351920,351,1,3,1,3,1
351930,351,1,4,0,1,1
351940,351,1,3,1,4,1
351950,351,1,4,0,2,1
351960,351,1,4,1,0,1
351970,351,1,4,0,3,1
351980,351,1,4,1,1,1
351990,351,1,4,0,4,1
352000,351,1,4,1,2,1
352010,352,0,0,0,0,1
352020,351,1,4,1,3,1
352030,352,0,0,0,1,1
352040,351,1,4,1,4,1
352050,352,0,0,0,2,1
352060,352,0,0,1,0,1
352070,352,0,0,0,3,1
352080,352,0,0,1,1,1
352090,352,0,0,0,4,1
352100,352,0,0,1,2,1
352110,352,0,1,0,0,1
352120,352,0,0,1,3,1
352130,352,0,1,0,1,1
352140,352,0,0,1,4,1
352150,352,0,1,0,2,1
352160,352,0,1,1,0,1
352170,352,0,1,0,3,1
352180,352,0,1,1,1,1
352190,352,0,1,0,4,1
352200,352,0,1,1,2,1
352210,352,0,2,0,0,1
352220,352,0,1,1,3,1
352230,352,0,2,0,1,1
352240,352,0,1,1,4,1
352250,352,0,2,0,2,1
352260,352,0,2,1,0,1
352270,352,0,2,0,3,1
352280,352,0,2,1,1,1
352290,352,0,2,0,4,1
352300,352,0,2,1,2,1
352310,352,0,3,0,0,1
352320,352,0,2,1,3,1
352330,352,0,3,0,1,1
352340,352,0,2,1,4,1
352350,352,0,3,0,2,1
352360,352,0,3,1,0,1
352370,352,0,3,0,3,1
352380,352,0,3,1,1,1
352390,352,0,3,0,4,1
352400,352,0,3,1,2,1
352410,352,0,4,0,0,1
352420,352,0,3,1,3,1
352430,352,0,4,0,1,1
352440,352,0,3,1,4,1
352450,352,0,4,0,2,1
352460,352,0,4,1,0,1
352470,352,0,4,0,3,1
352480,352,0,4,1,1,1
352490,352,0,4,0,4,1
352500,352,0,4,1,2,1
352510,352,1,0,0,0,1
352520,352,0,4,1,3,1
352530,352,1,0,0,1,1
352540,352,0,4,1,4,1
352550,352,1,0,0,2,1
352560,352,1,0,1,0,1
352570,352,1,0,0,3,1
352580,352,1,0,1,1,1
352590,352,1,0,0,4,1
352600,352,1,0,1,2,1
352610,352,1,1,0,0,1
352620,352,1,0,1,3,1
352630,352,1,1,0,1,1
352640,352,1,0,1,4,1
352650,352,1,1,0,2,1
352660,352,1,1,1,0,1
352670,352,1,1,0,3,1
352680,352,1,1,1,1,1
352690,352,1,1,0,4,1
352700,352,1,1,1,2,1
352710,352,1,2,0,0,1
352720,352,1,1,1,3,1
352730,352,1,2,0,1,1
352740,352,1,1,1,4,1
352750,352,1,2,0,2,1
352760,352,1,2,1,0,1
352770,352,1,2,0,3,1
352780,352,1,2,1,1,1
352790,352,1,2,0,4,1
352800,352,1,2,1,2,1
352810,352,1,3,0,0,1
352820,352,1,2,1,3,1
352830,352,1,3,0,1,1
352840,352,1,2,1,4,1
352850,352,1,3,0,2,1
352860,352,1,3,1,0,1
352870,352,1,3,0,3,1
352880,352,1,3,1,1,1
352890,352,1,3,0,4,1
352900,352,1,3,1,2,1
352910,352,1,4,0,0,1
352920,352,1,3,1,3,1
352930,352,1,4,0,1,1
352940,352,1,3,1,4,1
352950,352,1,4,0,2,1
352960,352,1,4,1,0,1
352970,352,1,4,0,3,1
352980,352,1,4,1,1,1
352990,352,1,4,0,4,1
353000,352,1,4,1,2,1
353010,353,0,0,0,0,1
353020,352,1,4,1,3,1
353030,353,0,0,0,1,1
353040,352,1,4,1,4,1
353050,353,0,0,0,2,1
353060,353,0,0,1,0,1
353070,353,0,0,0,3,1
353080,353,0,0,1,1,1
353090,353,0,0,0,4,1
353100,353,0,0,1,2,1
353110,353,0,1,0,0,1
353120,353,0,0,1,3,1
353130,353,0,1,0,1,1
353140,353,0,0,1,4,1
353150,353,0,1,0,2,1
353160,353,0,1,1,0,1
353170,353,0,1,0,3,1
353180,353,0,1,1,1,1
353190,353,0,1,0,4,1
353200,353,0,1,1,2,1
353210,353,0,2,0,0,1
353220,353,0,1,1,3,1
353230,353,0,2,0,1,1
353240,353,0,1,1,4,1
353250,353,0,2,0,2,1
353260,353,0,2,1,0,1
353270,353,0,2,0,3,1
353280,353,0,2,1,1,1
353290,353,0,2,0,4,1
353300,353,0,2,1,2,1
353310,353,0,3,0,0,1
353320,353,0,2,1,3,1
353330,353,0,3,0,1,1
353340,353,0,2,1,4,1
353350,353,0,3,0,2,1
353360,353,0,3,1,0,1
353370,353,0,3,0,3,1
353380,353,0,3,1,1,1
353390,353,0,3,0,4,1
353400,353,0,3,1,2,1
353410,353,0,4,0,0,1
353420,353,0,3,1,3,1
353430,353,0,4,0,1,1
353440,353,0,3,1,4,1
353450,353,0,4,0,2,1
353460,353,0,4,1,0,1
353470,353,0,4,0,3,1
353480,353,0,4,1,1,1
353490,353,0,4,0,4,1
353500,353,0,4,1,2,1
353510,353,1,0,0,0,1
353520,353,0,4,1,3,1
353530,353,1,0,0,1,1
353540,353,0,4,1,4,1
353550,353,1,0,0,2,1
353560,353,1,0,1,0,1
353570,353,1,0,0,3,1
353580,353,1,0,1,1,1
353590,353,1,0,0,4,1
353600,353,1,0,1,2,1
353610,353,1,1,0,0,1
353620,353,1,0,1,3,1
353630,353,1,1,0,1,1
353640,353,1,0,1,4,1
353650,353,1,1,0,2,1
353660,353,1,1,1,0,1
353670,353,1,1,0,3,1
353680,353,1,1,1,1,1
353690,353,1,1,0,4,1
353700,353,1,1,1,2,1
353710,353,1,2,0,0,1
353720,353,1,1,1,3,1
353730,353,1,2,0,1,1
353740,353,1,1,1,4,1
353750,353,1,2,0,2,1
353760,353,1,2,1,0,1
353770,353,1,2,0,3,1
353780,353,1,2,1,1,1
353790,353,1,2,0,4,1
353800,353,1,2,1,2,1
353810,353,1,3,0,0,1
353820,353,1,2,1,3,1
353830,353,1,3,0,1,1
353840,353,1,2,1,4,1
353850,353,1,3,0,2,1
353860,353,1,3,1,0,1
353870,353,1,3,0,3,1
353880,353,1,3,1,1,1
353890,353,1,3,0,4,1
353900,353,1,3,1,2,1
353910,353,1,4,0,0,1
353920,353,1,3,1,3,1
353930,353,1,4,0,1,1
353940,353,1,3,1,4,1
353950,353,1,4,0,2,1
353960,353,1,4,1,0,1
353970,353,1,4,0,3,1
353980,353,1,4,1,1,1
353990,353,1,4,0,4,1
354000,353,1,4,1,2,1
354010,354,0,0,0,0,1
354020,353,1,4,1,3,1
354030,354,0,0,0,1,1
354040,353,1,4,1,4,1
354050,354,0,0,0,2,1
354060,354,0,0,1,0,1
354070,354,0,0,0,3,1
354080,354,0,0,1,1,1
354090,354,0,0,0,4,1
354100,354,0,0,1,2,1
354110,354,0,1,0,0,1
354120,354,0,0,1,3,1
354130,354,0,1,0,1,1
354140,354,0,0,1,4,1
354150,354,0,1,0,2,1
354160,354,0,1,1,0,1
354170,354,0,1,0,3,1
354180,354,0,1,1,1,1
354190,354,0,1,0,4,1
354200,354,0,1,1,2,1
354210,354,0,2,0,0,1
354220,354,0,1,1,3,1
354230,354,0,2,0,1,1
354240,354,0,1,1,4,1
354250,354,0,2,0,2,1
354260,354,0,2,1,0,1
354270,354,0,2,0,3,1
354280,354,0,2,1,1,1
354290,354,0,2,0,4,1
354300,354,0,2,1,2,1
354310,354,0,3,0,0,1
354320,354,0,2,1,3,1
354330,354,0,3,0,1,1
354340,354,0,2,1,4,1
354350,354,0,3,0,2,1
354360,354,0,3,1,0,1
354370,354,0,3,0,3,1
354380,354,0,3,1,1,1
354390,354,0,3,0,4,1
354400,354,0,3,1,2,1
354410,354,0,4,0,0,1
354420,354,0,3,1,3,1
354430,354,0,4,0,1,1
354440,354,0,3,1,4,1
354450,354,0,4,0,2,1
354460,354,0,4,1,0,1
354470,354,0,4,0,3,1
354480,354,0,4,1,1,1
354490,354,0,4,0,4,1
354500,354,0,4,1,2,1
354510,354,1,0,0,0,1
354520,354,0,4,1,3,1
354530,354,1,0,0,1,1
354540,354,0,4,1,4,1
354550,354,1,0,0,2,1
354560,354,1,0,1,0,1
354570,354,1,0,0,3,1
354580,354,1,0,1,1,1
354590,354,1,0,0,4,1
354600,354,1,0,1,2,1
354610,354,1,1,0,0,1
354620,354,1,0,1,3,1
354630,354,1,1,0,1,1
354640,354,1,0,1,4,1
354650,354,1,1,0,2,1
354660,354,1,1,1,0,1
354670,354,1,1,0,3,1
354680,354,1,1,1,1,1
354690,354,1,1,0,4,1
354700,354,1,1,1,2,1
354710,354,1,2,0,0,1
354720,354,1,1,1,3,1
354730,354,1,2,0,1,1
354740,354,1,1,1,4,1
354750,354,1,2,0,2,1
354760,354,1,2,1,0,1
354770,354,1,2,0,3,1
354780,354,1,2,1,1,1
354790,354,1,2,0,4,1
354800,354,1,2,1,2,1
354810,354,1,3,0,0,1
354820,354,1,2,1,3,1
354830,354,1,3,0,1,1
354840,354,1,2,1,4,1
354850,354,1,3,0,2,1
354860,354,1,3,1,0,1
354870,354,1,3,0,3,1
354880,354,1,3,1,1,1
354890,354,1,3,0,4,1
354900,354,1,3,1,2,1
354910,354,1,4,0,0,1
354920,354,1,3,1,3,1
354930,354,1,4,0,1,1
354940,354,1,3,1,4,1
354950,354,1,4,0,2,1
354960,354,1,4,1,0,1
354970,354,1,4,0,3,1
354980,354,1,4,1,1,1
354990,354,1,4,0,4,1
355000,354,1,4,1,2,1
355010,355,0,0,0,0,1
355020,354,1,4,1,3,1
355030,355,0,0,0,1,1
355040,354,1,4,1,4,1
355050,355,0,0,0,2,1
355060,355,0,0,1,0,1
355070,355,0,0,0,3,1
355080,355,0,0,1,1,1
355090,355,0,0,0,4,1
355100,355,0,0,1,2,1
355110,355,0,1,0,0,1
355120,355,0,0,1,3,1
355130,355,0,1,0,1,1
355140,355,0,0,1,4,1
355150,355,0,1,0,2,1
355160,355,0,1,1,0,1
355170,355,0,1,0,3,1
355180,355,0,1,1,1,1
355190,355,0,1,0,4,1
355200,355,0,1,1,2,1
355210,355,0,2,0,0,1
355220,355,0,1,1,3,1
355230,355,0,2,0,1,1
355240,355,0,1,1,4,1
355250,355,0,2,0,2,1
355260,355,0,2,1,0,1
355270,355,0,2,0,3,1
355280,355,0,2,1,1,1
355290,355,0,2,0,4,1
355300,355,0,2,1,2,1
355310,355,0,3,0,0,1
355320,355,0,2,1,3,1
355330,355,0,3,0,1,1
355340,355,0,2,1,4,1
355350,355,0,3,0,2,1
355360,355,0,3,1,0,1
355370,355,0,3,0,3,1
355380,355,0,3,1,1,1
355390,355,0,3,0,4,1
355400,355,0,3,1,2,1
355410,355,0,4,0,0,1
355420,355,0,3,1,3,1
355430,355,0,4,0,1,1
355440,355,0,3,1,4,1
355450,355,0,4,0,2,1
355460,355,0,4,1,0,1
355470,355,0,4,0,3,1
355480,355,0,4,1,1,1
355490,355,0,4,0,4,1
355500,355,0,4,1,2,1
355510,355,1,0,0,0,1
355520,355,0,4,1,3,1
355530,355,1,0,0,1,1
355540,355,0,4,1,4,1
355550,355,1,0,0,2,1
355560,355,1,0,1,0,1
355570,355,1,0,0,3,1
355580,355,1,0,1,1,1
355590,355,1,0,0,4,1
355600,355,1,0,1,2,1
355610,355,1,1,0,0,1
355620,355,1,0,1,3,1
355630,355,1,1,0,1,1
355640,355,1,0,1,4,1
355650,355,1,1,0,2,1
355660,355,1,1,1,0,1
355670,355,1,1,0,3,1
355680,355,1,1,1,1,1
355690,355,1,1,0,4,1
355700,355,1,1,1,2,1
355710,355,1,2,0,0,1
355720,355,1,1,1,3,1
355730,355,1,2,0,1,1
355740,355,1,1,1,4,1
355750,355,1,2,0,2,1
355760,355,1,2,1,0,1
355770,355,1,2,0,3,1
355780,355,1,2,1,1,1
355790,355,1,2,0,4,1
355800,355,1,2,1,2,1
355810,355,1,3,0,0,1
355820,355,1,2,1,3,1
355830,355,1,3,0,1,1
355840,355,1,2,1,4,1
355850,355,1,3,0,2,1
355860,355,1,3,1,0,1
355870,355,1,3,0,3,1
355880,355,1,3,1,1,1
355890,355,1,3,0,4,1
355900,355,1,3,1,2,1
355910,355,1,4,0,0,1
355920,355,1,3,1,3,1
355930,355,1,4,0,1,1
355940,355,1,3,1,4,1
355950,355,1,4,0,2,1
355960,355,1,4,1,0,1
355970,355,1,4,0,3,1
355980,355,1,4,1,1,1
355990,355,1,4,0,4,1
356000,355,1,4,1,2,1
356010,356,0,0,0,0,1
356020,355,1,4,1,3,1
356030,356,0,0,0,1,1
356040,355,1,4,1,4,1
356050,356,0,0,0,2,1
356060,356,0,0,1,0,1
356070,356,0,0,0,3,1
356080,356,0,0,1,1,1
356090,356,0,0,0,4,1
356100,356,0,0,1,2,1
356110,356,0,1,0,0,1
356120,356,0,0,1,3,1
356130,356,0,1,0,1,1
356140,356,0,0,1,4,1
356150,356,0,1,0,2,1
356160,356,0,1,1,0,1
356170,356,0,1,0,3,1
356180,356,0,1,1,1,1
356190,356,0,1,0,4,1
356200,356,0,1,1,2,1
356210,356,0,2,0,0,1
356220,356,0,1,1,3,1
356230,356,0,2,0,1,1
356240,356,0,1,1,4,1
356250,356,0,2,0,2,1
